Ensembl Gene ID	Human Ensembl Gene ID	dS	dN	% Identity	Human % Identity
FBgn0029131	ENSG00000176720			21	30
FBgn0050443	ENSG00000066827			28	13
FBgn0033083	ENSG00000243725			29	29
FBgn0033085	ENSG00000242259			21	23
FBgn0033086	ENSG00000135469			34	34
FBgn0033086	ENSG00000115520			37	37
FBgn0033087	ENSG00000138604			42	41
FBgn0033088	ENSG00000161395			37	38
FBgn0033089	ENSG00000171960			73	76
FBgn0033092	ENSG00000164967			29	36
FBgn0033092	ENSG00000178718			26	27
FBgn0033093	ENSG00000110074			48	43
FBgn0259483	ENSG00000115540			79	80
FBgn0014009	ENSG00000129472			85	83
FBgn0014009	ENSG00000104388			90	90
FBgn0033096	ENSG00000141873			25	28
FBgn0033096	ENSG00000143570			23	25
FBgn0033096	ENSG00000165794			23	27
FBgn0033097	ENSG00000141873			23	23
FBgn0033097	ENSG00000143570			22	21
FBgn0033097	ENSG00000165794			21	21
FBgn0028579	ENSG00000006576			30	35
FBgn0028579	ENSG00000116793			28	32
FBgn0042083	ENSG00000131844			66	68
FBgn0027066	ENSG00000084764			53	54
FBgn0027066	ENSG00000101367			52	56
FBgn0027066	ENSG00000166974			44	39
FBgn0033100	ENSG00000230055			29	31
FBgn0085421	ENSG00000091428			48	41
FBgn0085421	ENSG00000079337			41	38
FBgn0085421	ENSG00000136237			29	34
FBgn0085421	ENSG00000108352			18	34
FBgn0000473	ENSG00000106258			30	30
FBgn0000473	ENSG00000160868			29	29
FBgn0000473	ENSG00000160870			29	29
FBgn0000473	ENSG00000059377			25	22
FBgn0000473	ENSG00000021461			26	27
FBgn0014028	ENSG00000117118			63	67
FBgn0022224	ENSG00000198258			86	86
FBgn0033107	ENSG00000164828			26	19
FBgn0033109	ENSG00000167549			49	55
FBgn0033109	ENSG00000172725			49	53
FBgn0033109	ENSG00000110880			50	56
FBgn0033109	ENSG00000102879			45	52
FBgn0028985	ENSG00000163536			34	31
FBgn0028985	ENSG00000106366			29	27
FBgn0028985	ENSG00000114204			28	26
FBgn0028985	ENSG00000135919			30	27
FBgn0028985	ENSG00000253309			25	22
FBgn0033112	ENSG00000163536			27	26
FBgn0033112	ENSG00000106366			24	24
FBgn0033112	ENSG00000114204			28	27
FBgn0033112	ENSG00000135919			25	23
FBgn0033112	ENSG00000253309			21	19
FBgn0033113	ENSG00000163536			28	27
FBgn0033113	ENSG00000106366			24	24
FBgn0033113	ENSG00000114204			23	23
FBgn0033113	ENSG00000135919			25	25
FBgn0033113	ENSG00000253309			22	21
FBgn0028988	ENSG00000163536			30	27
FBgn0028988	ENSG00000106366			27	25
FBgn0028988	ENSG00000114204			30	27
FBgn0028988	ENSG00000135919			28	26
FBgn0028988	ENSG00000253309			26	23
FBgn0033115	ENSG00000163536			27	26
FBgn0033115	ENSG00000106366			26	26
FBgn0033115	ENSG00000114204			25	25
FBgn0033115	ENSG00000135919			28	27
FBgn0033115	ENSG00000253309			23	22
FBgn0033117	ENSG00000147687			46	45
FBgn0053558	ENSG00000132613			23	30
FBgn0053558	ENSG00000170873			23	30
FBgn0033121	ENSG00000106258			26	25
FBgn0033121	ENSG00000160868			25	24
FBgn0033121	ENSG00000160870			25	24
FBgn0033121	ENSG00000059377			25	21
FBgn0033121	ENSG00000021461			25	24
FBgn0050157	ENSG00000176125			20	32
FBgn0022960	ENSG00000138698			28	29
FBgn0033122	ENSG00000132522			22	27
FBgn0028642	ENSG00000163637			32	30
FBgn0028642	ENSG00000012211			28	36
FBgn0028642	ENSG00000139174			31	29
FBgn0015038	ENSG00000106258			25	25
FBgn0015038	ENSG00000160868			26	26
FBgn0015038	ENSG00000160870			25	25
FBgn0015038	ENSG00000059377			27	24
FBgn0015038	ENSG00000021461			25	25
FBgn0015039	ENSG00000106258			28	28
FBgn0015039	ENSG00000160868			29	29
FBgn0015039	ENSG00000160870			27	27
FBgn0015039	ENSG00000059377			26	23
FBgn0015039	ENSG00000021461			27	27
FBgn0024294	ENSG00000163536			27	25
FBgn0024294	ENSG00000106366			23	23
FBgn0024294	ENSG00000114204			24	23
FBgn0024294	ENSG00000135919			25	24
FBgn0024294	ENSG00000253309			21	20
FBgn0003090	ENSG00000163637			25	30
FBgn0003090	ENSG00000012211			22	37
FBgn0003090	ENSG00000139174			24	30
FBgn0024293	ENSG00000163536			22	21
FBgn0024293	ENSG00000106366			22	21
FBgn0024293	ENSG00000114204			24	23
FBgn0024293	ENSG00000135919			24	23
FBgn0024293	ENSG00000253309			21	19
FBgn0002930	ENSG00000163536			20	24
FBgn0002930	ENSG00000106366			22	27
FBgn0002930	ENSG00000114204			21	25
FBgn0002930	ENSG00000135919			24	27
FBgn0002930	ENSG00000253309			17	19
FBgn0026602	ENSG00000156110			25	25
FBgn0033153	ENSG00000130222			28	28
FBgn0033153	ENSG00000099860			23	23
FBgn0033153	ENSG00000116717			26	25
FBgn0033155	ENSG00000156983			33	39
FBgn0033155	ENSG00000096070			30	35
FBgn0033155	ENSG00000100425			30	40
FBgn0033159	ENSG00000177103			27	26
FBgn0033159	ENSG00000171587			28	28
FBgn0033160	ENSG00000109606			76	70
FBgn0033162	ENSG00000124767			67	64
FBgn0033166	ENSG00000145088			20	39
FBgn0033166	ENSG00000144597			19	37
FBgn0003460	ENSG00000126778			42	62
FBgn0033169	ENSG00000196943			23	24
FBgn0033170	ENSG00000100078			22	8
FBgn0033170	ENSG00000167525			10	6
FBgn0040513	ENSG00000168256			38	40
FBgn0040513	ENSG00000197885			40	42
FBgn0050503	ENSG00000100078			25	9
FBgn0050503	ENSG00000167525			12	6
FBgn0050502	ENSG00000103089			34	32
FBgn0033174	ENSG00000124074			18	21
FBgn0025885	ENSG00000105655			59	59
FBgn0033177	ENSG00000196663			22	11
FBgn0033179	ENSG00000088833			35	38
FBgn0033179	ENSG00000215114			26	31
FBgn0033179	ENSG00000173960			19	29
FBgn0010548	ENSG00000132746			38	49
FBgn0010548	ENSG00000072210			42	42
FBgn0010548	ENSG00000108602			41	45
FBgn0259745	ENSG00000206557			26	25
FBgn0033183	ENSG00000198160			24	25
FBgn0033183	ENSG00000155545			24	25
FBgn0033183	ENSG00000105556			22	24
FBgn0015929	ENSG00000104738			62	62
FBgn0261397	ENSG00000167306			40	39
FBgn0261397	ENSG00000197535			40	39
FBgn0261397	ENSG00000128833			35	36
FBgn0033187	ENSG00000174227			29	28
FBgn0022772	ENSG00000085840			29	31
FBgn0033189	ENSG00000166347			35	32
FBgn0033189	ENSG00000103018			33	27
FBgn0033190	ENSG00000115159			42	42
FBgn0033191	ENSG00000198356			68	65
FBgn0033192	ENSG00000145244			16	22
FBgn0050499	ENSG00000197713			61	59
FBgn0004132	ENSG00000117899			46	35
FBgn0033194	ENSG00000129003			30	26
FBgn0033194	ENSG00000197969			28	30
FBgn0033196	ENSG00000119686			46	42
FBgn0033196	ENSG00000162769			46	40
FBgn0028687	ENSG00000161057			91	91
FBgn0050491	ENSG00000167536			37	33
FBgn0050495	ENSG00000167536			40	35
FBgn0033203	ENSG00000167536			40	34
FBgn0033204	ENSG00000167536			42	33
FBgn0033205	ENSG00000167536			40	35
FBgn0033206	ENSG00000132912			35	39
FBgn0033208	ENSG00000172590			33	34
FBgn0033209	ENSG00000259399			45	39
FBgn0033209	ENSG00000101084			28	27
FBgn0033210	ENSG00000131876			50	52
FBgn0033212	ENSG00000079691			32	30
FBgn0033212	ENSG00000186648			29	28
FBgn0033212	ENSG00000159753			24	22
FBgn0050493	ENSG00000088682			30	31
FBgn0050496	ENSG00000174842			21	23
FBgn0033214	ENSG00000106384			34	35
FBgn0033214	ENSG00000166391			34	35
FBgn0033214	ENSG00000062282			32	29
FBgn0033214	ENSG00000124003			31	33
FBgn0033214	ENSG00000204195			32	34
FBgn0033214	ENSG00000184210			35	36
FBgn0033214	ENSG00000147160			30	31
FBgn0033214	ENSG00000205267			20	29
FBgn0033215	ENSG00000106384			35	36
FBgn0033215	ENSG00000166391			36	38
FBgn0033215	ENSG00000062282			34	30
FBgn0033215	ENSG00000124003			32	33
FBgn0033215	ENSG00000204195			32	34
FBgn0033215	ENSG00000184210			35	36
FBgn0033215	ENSG00000147160			31	32
FBgn0033215	ENSG00000205267			21	30
FBgn0033216	ENSG00000106384			33	33
FBgn0033216	ENSG00000166391			35	37
FBgn0033216	ENSG00000062282			31	28
FBgn0033216	ENSG00000124003			31	33
FBgn0033216	ENSG00000204195			30	32
FBgn0033216	ENSG00000184210			33	34
FBgn0033216	ENSG00000147160			29	31
FBgn0033216	ENSG00000205267			19	28
FBgn0042135	ENSG00000196505			41	20
FBgn0050497	ENSG00000183508			40	57
FBgn0050497	ENSG00000112773			40	51
FBgn0050497	ENSG00000158246			36	48
FBgn0050497	ENSG00000174016			36	51
FBgn0000337	ENSG00000117009			39	42
FBgn0001091	ENSG00000111640			76	76
FBgn0001091	ENSG00000105679			69	56
FBgn0002891	ENSG00000009413			35	24
FBgn0002891	ENSG00000050030			7	10
FBgn0033224	ENSG00000165506			24	24
FBgn0003317	ENSG00000115170			46	51
FBgn0003317	ENSG00000139567			45	51
FBgn0033225	ENSG00000100304			40	39
FBgn0033226	ENSG00000100439			40	45
FBgn0033226	ENSG00000011198			40	44
FBgn0029093	ENSG00000117984			53	51
FBgn0029093	ENSG00000250644			30	31
FBgn0029093	ENSG00000196188			42	42
FBgn0029093	ENSG00000131400			48	45
FBgn0263121	ENSG00000100902			67	67
FBgn0050382	ENSG00000100902			67	67
FBgn0040780	ENSG00000152348			27	26
FBgn0085390	ENSG00000136267			39	53
FBgn0085390	ENSG00000058866			34	48
FBgn0085390	ENSG00000065357			34	51
FBgn0015509	ENSG00000055130			63	63
FBgn0033233	ENSG00000107077			47	22
FBgn0033233	ENSG00000066135			48	22
FBgn0033233	ENSG00000127663			48	22
FBgn0033233	ENSG00000186280			40	38
FBgn0033233	ENSG00000235268			37	37
FBgn0023171	ENSG00000255767			5	44
FBgn0023171	ENSG00000171865			29	34
FBgn0026722	ENSG00000113360			44	42
FBgn0033235	ENSG00000165688			47	49
FBgn0050379	ENSG00000178719			28	22
FBgn0050379	ENSG00000135472			25	23
FBgn0050379	ENSG00000135926			26	24
FBgn0033238	ENSG00000198668			55	54
FBgn0033238	ENSG00000143933			55	54
FBgn0033238	ENSG00000160014			55	54
FBgn0033238	ENSG00000178363			48	48
FBgn0050378	ENSG00000100314			22	15
FBgn0050378	ENSG00000183166			23	13
FBgn0033240	ENSG00000143303			32	25
FBgn0033241	ENSG00000091704			25	27
FBgn0033241	ENSG00000158516			28	30
FBgn0033241	ENSG00000158525			26	28
FBgn0033241	ENSG00000153002			26	29
FBgn0033241	ENSG00000128510			26	28
FBgn0033241	ENSG00000163751			28	31
FBgn0026361	ENSG00000125354			62	60
FBgn0027548	ENSG00000162775			33	27
FBgn0027548	ENSG00000179837			31	28
FBgn0033244	ENSG00000168297			36	35
FBgn0027054	ENSG00000138663			70	70
FBgn0033246	ENSG00000132142			55	60
FBgn0033246	ENSG00000076555			55	58
FBgn0033247	ENSG00000085415			55	46
FBgn0033248	ENSG00000183048			43	43
FBgn0033248	ENSG00000262660			40	26
FBgn0027788	ENSG00000135547			26	33
FBgn0027788	ENSG00000164683			25	35
FBgn0027788	ENSG00000163909			25	32
FBgn0025360	ENSG00000138083			33	48
FBgn0025360	ENSG00000184302			32	63
FBgn0033252	ENSG00000166188			13	16
FBgn0020279	ENSG00000143569			17	22
FBgn0020279	ENSG00000137073			20	24
FBgn0021814	ENSG00000160948			53	48
FBgn0033259	ENSG00000137216			31	28
FBgn0033259	ENSG00000165548			27	25
FBgn0033259	ENSG00000196187			30	29
FBgn0033260	ENSG00000158290			61	55
FBgn0033260	ENSG00000139842			59	64
FBgn0050372	ENSG00000151693			37	43
FBgn0050372	ENSG00000153317			38	39
FBgn0050372	ENSG00000088280			29	37
FBgn0033264	ENSG00000093000			26	32
FBgn0033266	ENSG00000185338			12	20
FBgn0260398	ENSG00000164975			24	22
FBgn0005648	ENSG00000100836			56	41
FBgn0005648	ENSG00000258643			54	36
FBgn0005648	ENSG00000205022			40	32
FBgn0033269	ENSG00000132793			24	28
FBgn0033269	ENSG00000101577			23	26
FBgn0033269	ENSG00000134324			23	26
FBgn0010504	ENSG00000123159			48	49
FBgn0010504	ENSG00000179855			46	49
FBgn0010504	ENSG00000137960			45	48
FBgn0033271	ENSG00000106392			34	42
FBgn0033272	ENSG00000116954			66	64
FBgn0033272	ENSG00000025039			65	63
FBgn0021995	ENSG00000124228			46	45
FBgn0033273	ENSG00000154438			23	22
FBgn0011659	ENSG00000076242			51	45
FBgn0033274	ENSG00000167985			40	39
FBgn0033274	ENSG00000256591			32	32
FBgn0053087	ENSG00000081479			30	31
FBgn0010109	ENSG00000114315			20	30
FBgn0010109	ENSG00000188290			17	30
FBgn0013726	ENSG00000122545			51	63
FBgn0013726	ENSG00000120555			10	59
FBgn0261588	ENSG00000106536			21	30
FBgn0033289	ENSG00000112494			26	30
FBgn0028836	ENSG00000144524			41	43
FBgn0028836	ENSG00000111652			40	41
FBgn0033292	ENSG00000171954			23	22
FBgn0033292	ENSG00000186115			25	25
FBgn0033292	ENSG00000186529			25	25
FBgn0033292	ENSG00000171903			26	25
FBgn0033292	ENSG00000186526			25	25
FBgn0033292	ENSG00000186204			25	25
FBgn0033292	ENSG00000225607			8	21
FBgn0014469	ENSG00000171954			25	25
FBgn0014469	ENSG00000186115			26	26
FBgn0014469	ENSG00000186529			27	28
FBgn0014469	ENSG00000171903			27	27
FBgn0014469	ENSG00000186526			26	26
FBgn0014469	ENSG00000186204			26	26
FBgn0014469	ENSG00000225607			10	27
FBgn0015034	ENSG00000171954			25	25
FBgn0015034	ENSG00000186115			26	27
FBgn0015034	ENSG00000186529			27	27
FBgn0015034	ENSG00000171903			26	27
FBgn0015034	ENSG00000186526			26	26
FBgn0015034	ENSG00000186204			26	26
FBgn0015034	ENSG00000225607			8	24
FBgn0002570	ENSG00000138079			34	29
FBgn0002569	ENSG00000138079			33	27
FBgn0002571	ENSG00000138079			34	28
FBgn0033294	ENSG00000138079			35	29
FBgn0050359	ENSG00000138079			33	30
FBgn0050360	ENSG00000138079			33	29
FBgn0033296	ENSG00000138079			34	30
FBgn0033297	ENSG00000138079			33	28
FBgn0033304	ENSG00000106258			30	30
FBgn0033304	ENSG00000160868			30	30
FBgn0033304	ENSG00000160870			30	30
FBgn0033304	ENSG00000059377			27	23
FBgn0033304	ENSG00000021461			28	28
FBgn0033309	ENSG00000144320			30	27
FBgn0033313	ENSG00000173698			8	13
FBgn0033313	ENSG00000156920			8	5
FBgn0033313	ENSG00000112414			8	11
FBgn0033313	ENSG00000205336			4	11
FBgn0033313	ENSG00000182885			5	16
FBgn0033313	ENSG00000159618			5	17
FBgn0033313	ENSG00000111452			6	12
FBgn0022027	ENSG00000131475			43	43
FBgn0033315	ENSG00000176022			31	36
FBgn0033315	ENSG00000162885			19	15
FBgn0033316	ENSG00000119392			23	23
FBgn0033317	ENSG00000065548			55	53
FBgn0003892	ENSG00000185920			38	34
FBgn0003892	ENSG00000117425			33	35
FBgn0263120	ENSG00000123983			48	47
FBgn0263120	ENSG00000068366			47	46
FBgn0050354	ENSG00000173660			38	36
FBgn0001285	ENSG00000168925			30	31
FBgn0001285	ENSG00000168928			30	31
FBgn0001285	ENSG00000141086			32	33
FBgn0001285	ENSG00000139610			25	27
FBgn0033320	ENSG00000187950			17	7
FBgn0033321	ENSG00000187950			16	7
FBgn0033323	ENSG00000089060			19	20
FBgn0033324	ENSG00000089060			22	24
FBgn0043576	ENSG00000008438			44	41
FBgn0043576	ENSG00000161031			32	10
FBgn0033326	ENSG00000089060			18	19
FBgn0033327	ENSG00000008438			44	41
FBgn0033327	ENSG00000161031			32	10
FBgn0043575	ENSG00000008438			43	41
FBgn0043575	ENSG00000161031			34	11
FBgn0040777	ENSG00000104341			16	21
FBgn0040777	ENSG00000068697			16	29
FBgn0005695	ENSG00000087338			30	33
FBgn0005695	ENSG00000138152			15	17
FBgn0086784	ENSG00000084710			38	39
FBgn0086784	ENSG00000132294			37	37
FBgn0024189	ENSG00000161270			20	24
FBgn0033337	ENSG00000151743			8	22
FBgn0021825	ENSG00000175203			34	32
FBgn0033339	ENSG00000138674			33	33
FBgn0033339	ENSG00000075826			28	30
FBgn0033341	ENSG00000101189			34	34
FBgn0033342	ENSG00000156261			62	61
FBgn0033342	ENSG00000198445			29	29
FBgn0050349	ENSG00000163811			27	24
FBgn0003074	ENSG00000105220			63	62
FBgn0033349	ENSG00000084070			29	34
FBgn0033349	ENSG00000112305			31	34
FBgn0033350	ENSG00000137414			25	20
FBgn0033351	ENSG00000164022			44	42
FBgn0033352	ENSG00000135473			40	42
FBgn0033354	ENSG00000140525			20	22
FBgn0033355	ENSG00000167642			26	12
FBgn0027607	ENSG00000141627			42	44
FBgn0033357	ENSG00000196683			52	51
FBgn0011300	ENSG00000135503			44	50
FBgn0011300	ENSG00000138696			38	47
FBgn0011300	ENSG00000123612			41	52
FBgn0011300	ENSG00000107779			37	44
FBgn0011300	ENSG00000106799			44	55
FBgn0033359	ENSG00000178226			5	10
FBgn0033359	ENSG00000052344			5	24
FBgn0033359	ENSG00000172382			5	31
FBgn0033359	ENSG00000151006			4	12
FBgn0033359	ENSG00000005001			5	27
FBgn0085379	ENSG00000178226			8	10
FBgn0085379	ENSG00000052344			8	24
FBgn0085379	ENSG00000172382			9	32
FBgn0085379	ENSG00000151006			6	11
FBgn0085379	ENSG00000005001			8	27
FBgn0033362	ENSG00000178226			16	10
FBgn0033362	ENSG00000052344			15	24
FBgn0033362	ENSG00000172382			15	29
FBgn0033362	ENSG00000151006			12	12
FBgn0033362	ENSG00000005001			15	26
FBgn0033363	ENSG00000178226			22	10
FBgn0033363	ENSG00000052344			21	24
FBgn0033363	ENSG00000172382			23	30
FBgn0033363	ENSG00000151006			18	13
FBgn0033363	ENSG00000005001			21	26
FBgn0033365	ENSG00000178226			11	10
FBgn0033365	ENSG00000052344			12	26
FBgn0033365	ENSG00000172382			11	30
FBgn0033365	ENSG00000151006			9	12
FBgn0033365	ENSG00000005001			11	28
FBgn0033368	ENSG00000169507			27	36
FBgn0025709	ENSG00000197506			33	29
FBgn0025709	ENSG00000156222			31	29
FBgn0025709	ENSG00000137860			34	31
FBgn0033371	ENSG00000197506			33	28
FBgn0033371	ENSG00000156222			31	28
FBgn0033371	ENSG00000137860			32	29
FBgn0010220	ENSG00000105671			43	47
FBgn0033373	ENSG00000152620			34	32
FBgn0033375	ENSG00000142544			48	47
FBgn0033376	ENSG00000198677			27	21
FBgn0015838	ENSG00000162738			42	47
FBgn0015838	ENSG00000173218			43	48
FBgn0033377	ENSG00000165434			49	49
FBgn0033377	ENSG00000169299			49	50
FBgn0033378	ENSG00000131795			63	60
FBgn0033379	ENSG00000198301			50	52
FBgn0033380	ENSG00000164902			24	27
FBgn0003612	ENSG00000105229			30	35
FBgn0003612	ENSG00000131788			35	33
FBgn0003612	ENSG00000033800			36	33
FBgn0003612	ENSG00000078043			36	34
FBgn0027561	ENSG00000213047			20	35
FBgn0027561	ENSG00000119522			26	19
FBgn0027561	ENSG00000205744			25	23
FBgn0027561	ENSG00000146966			13	9
FBgn0027561	ENSG00000175984			14	12
FBgn0027561	ENSG00000166444			14	9
FBgn0027561	ENSG00000162777			12	19
FBgn0033382	ENSG00000158201			29	37
FBgn0033382	ENSG00000143994			28	37
FBgn0260972	ENSG00000131791			40	50
FBgn0260972	ENSG00000111725			42	53
FBgn0086656	ENSG00000254505			50	43
FBgn0086656	ENSG00000101421			55	56
FBgn0086656	ENSG00000164695			48	47
FBgn0050342	ENSG00000134748			54	57
FBgn0033389	ENSG00000185379			22	21
FBgn0015477	ENSG00000138246			46	49
FBgn0002567	ENSG00000123892			34	62
FBgn0002567	ENSG00000118508			37	63
FBgn0033391	ENSG00000164933			54	55
FBgn0015561	ENSG00000168505			25	35
FBgn0015561	ENSG00000164900			25	34
FBgn0033392	ENSG00000111670			36	19
FBgn0262515	ENSG00000071553			22	17
FBgn0262515	ENSG00000205464			9	16
FBgn0033395	ENSG00000171954			24	23
FBgn0033395	ENSG00000186115			25	25
FBgn0033395	ENSG00000186529			26	26
FBgn0033395	ENSG00000171903			25	25
FBgn0033395	ENSG00000186526			25	25
FBgn0033395	ENSG00000186204			25	24
FBgn0033395	ENSG00000225607			8	22
FBgn0015037	ENSG00000171954			26	25
FBgn0015037	ENSG00000186115			27	27
FBgn0015037	ENSG00000186529			28	28
FBgn0015037	ENSG00000171903			26	25
FBgn0015037	ENSG00000186526			27	26
FBgn0015037	ENSG00000186204			26	25
FBgn0015037	ENSG00000225607			9	24
FBgn0033397	ENSG00000171954			27	26
FBgn0033397	ENSG00000186115			27	27
FBgn0033397	ENSG00000186529			28	28
FBgn0033397	ENSG00000171903			26	26
FBgn0033397	ENSG00000186526			27	26
FBgn0033397	ENSG00000186204			26	25
FBgn0033397	ENSG00000225607			8	23
FBgn0020621	ENSG00000123143			38	51
FBgn0020621	ENSG00000065243			41	53
FBgn0020621	ENSG00000160447			33	47
FBgn0033400	ENSG00000161526			36	38
FBgn0033401	ENSG00000133103			42	40
FBgn0026326	ENSG00000002822			23	24
FBgn0033402	ENSG00000172936			13	22
FBgn0010549	ENSG00000125257			38	39
FBgn0028473	ENSG00000107937			59	60
FBgn0016970	ENSG00000198546			27	23
FBgn0033413	ENSG00000169230			36	39
FBgn0017558	ENSG00000005882			53	55
FBgn0017558	ENSG00000152256			53	51
FBgn0017558	ENSG00000067992			55	55
FBgn0017558	ENSG00000004799			48	50
FBgn0029092	ENSG00000144366			20	33
FBgn0259234	ENSG00000108509			17	28
FBgn0259234	ENSG00000171735			21	26
FBgn0004360	ENSG00000154764			46	46
FBgn0004360	ENSG00000188064			46	47
FBgn0033423	ENSG00000162551			41	40
FBgn0033423	ENSG00000163295			41	40
FBgn0033423	ENSG00000163283			41	39
FBgn0033423	ENSG00000163286			41	39
FBgn0085436	ENSG00000125107			49	46
FBgn0033426	ENSG00000111696			47	35
FBgn0033426	ENSG00000168268			45	33
FBgn0033428	ENSG00000126088			50	52
FBgn0033429	ENSG00000160055			39	31
FBgn0025286	ENSG00000071082			67	65
FBgn0033431	ENSG00000038002			48	52
FBgn0050338	ENSG00000156253			27	24
FBgn0050338	ENSG00000013392			28	27
FBgn0033434	ENSG00000137561			19	21
FBgn0050340	ENSG00000102195			19	12
FBgn0050340	ENSG00000168412			17	20
FBgn0050340	ENSG00000134640			15	17
FBgn0050339	ENSG00000137561			20	23
FBgn0050000	ENSG00000184674			34	32
FBgn0050000	ENSG00000099984			30	28
FBgn0050000	ENSG00000133433			30	28
FBgn0050005	ENSG00000184674			30	29
FBgn0050005	ENSG00000099984			28	26
FBgn0050005	ENSG00000133433			28	26
FBgn0033437	ENSG00000137561			20	23
FBgn0033438	ENSG00000137673			14	39
FBgn0023143	ENSG00000130985			52	58
FBgn0023143	ENSG00000182179			34	40
FBgn0260474	ENSG00000186452			27	24
FBgn0260474	ENSG00000100312			23	17
FBgn0033439	ENSG00000186452			26	24
FBgn0033439	ENSG00000100312			24	18
FBgn0033440	ENSG00000023734			33	30
FBgn0259678	ENSG00000065534			32	7
FBgn0005614	ENSG00000072315			32	38
FBgn0005614	ENSG00000133107			33	38
FBgn0005614	ENSG00000144935			23	34
FBgn0033447	ENSG00000141577			21	22
FBgn0033451	ENSG00000186205			26	26
FBgn0033451	ENSG00000117791			24	24
FBgn0033452	ENSG00000124333			37	31
FBgn0023180	ENSG00000091651			27	27
FBgn0023175	ENSG00000100567			57	56
FBgn0033454	ENSG00000183751			32	31
FBgn0027580	ENSG00000173599			68	68
FBgn0050010	ENSG00000213563			49	38
FBgn0011241	ENSG00000166971			31	26
FBgn0033457	ENSG00000148335			33	41
FBgn0033457	ENSG00000203740			33	32
FBgn0033460	ENSG00000138802			38	36
FBgn0033460	ENSG00000113615			39	42
FBgn0033463	ENSG00000117859			54	29
FBgn0033464	ENSG00000197601			32	33
FBgn0033464	ENSG00000064763			31	31
FBgn0033465	ENSG00000171503			65	64
FBgn0011656	ENSG00000081189			34	36
FBgn0011656	ENSG00000068305			34	35
FBgn0011656	ENSG00000116604			30	30
FBgn0011656	ENSG00000213999			23	32
FBgn0033467	ENSG00000088356			28	28
FBgn0033468	ENSG00000105404			28	29
FBgn0027619	ENSG00000104131			40	37
FBgn0033471	ENSG00000140006			25	27
FBgn0000606	ENSG00000106038			22	20
FBgn0000606	ENSG00000174279			24	19
FBgn0261014	ENSG00000165280			80	82
FBgn0022382	ENSG00000005249			47	43
FBgn0022382	ENSG00000114302			50	47
FBgn0033473	ENSG00000198917			37	47
FBgn0033474	ENSG00000104219			35	43
FBgn0033474	ENSG00000102383			33	43
FBgn0033474	ENSG00000180776			37	46
FBgn0033475	ENSG00000138303			29	26
FBgn0033476	ENSG00000143797			27	38
FBgn0033476	ENSG00000172197			27	39
FBgn0085249	ENSG00000228273			5	10
FBgn0085249	ENSG00000205277			12	2
FBgn0040773	ENSG00000127184			45	48
FBgn0263260	ENSG00000257727			25	26
FBgn0263260	ENSG00000146910			7	15
FBgn0263260	ENSG00000144785			23	17
FBgn0262169	ENSG00000198732			18	26
FBgn0262169	ENSG00000112562			19	26
FBgn0033479	ENSG00000197563			32	30
FBgn0033480	ENSG00000198015			31	27
FBgn0033480	ENSG00000178636			17	14
FBgn0013435	ENSG00000185324			57	61
FBgn0033482	ENSG00000103512			30	30
FBgn0033482	ENSG00000185164			31	29
FBgn0033482	ENSG00000103226			31	30
FBgn0028560	ENSG00000136856			32	30
FBgn0028560	ENSG00000160326			29	25
FBgn0001291	ENSG00000130522			30	25
FBgn0001291	ENSG00000177606			31	27
FBgn0001291	ENSG00000171223			29	24
FBgn0033485	ENSG00000053372			52	56
FBgn0004907	ENSG00000134308			77	78
FBgn0004907	ENSG00000164924			80	81
FBgn0004907	ENSG00000175793			64	64
FBgn0004907	ENSG00000166913			77	78
FBgn0003071	ENSG00000141959			55	55
FBgn0003071	ENSG00000152556			58	53
FBgn0003071	ENSG00000067057			58	58
FBgn0033486	ENSG00000143756			20	33
FBgn0010531	ENSG00000173992			47	45
FBgn0050011	ENSG00000115112			19	38
FBgn0050011	ENSG00000135457			19	37
FBgn0050011	ENSG00000153560			19	34
FBgn0033494	ENSG00000053918			32	33
FBgn0033495	ENSG00000154114			37	40
FBgn0000448	ENSG00000198963			20	37
FBgn0000448	ENSG00000143365			19	32
FBgn0000448	ENSG00000069667			20	31
FBgn0000448	ENSG00000131759			13	24
FBgn0000448	ENSG00000172819			12	24
FBgn0000448	ENSG00000077092			12	23
FBgn0005619	ENSG00000140287			39	50
FBgn0033500	ENSG00000169826			38	38
FBgn0033500	ENSG00000147408			37	38
FBgn0003660	ENSG00000220205			55	52
FBgn0003660	ENSG00000139190			53	49
FBgn0003660	ENSG00000049245			49	53
FBgn0033504	ENSG00000154556			13	20
FBgn0033504	ENSG00000095637			12	16
FBgn0033504	ENSG00000120896			8	21
FBgn0028426	ENSG00000006744			37	34
FBgn0033507	ENSG00000145220			35	26
FBgn0026403	ENSG00000087303			26	26
FBgn0026403	ENSG00000116962			25	27
FBgn0261698	ENSG00000107147			44	51
FBgn0261698	ENSG00000162687			43	55
FBgn0250840	ENSG00000198157			14	8
FBgn0053474	ENSG00000104883			28	24
FBgn0262114	ENSG00000010017			30	39
FBgn0262114	ENSG00000141084			28	44
FBgn0033523	ENSG00000167985			42	40
FBgn0033523	ENSG00000256591			33	31
FBgn0001122	ENSG00000087258			83	83
FBgn0033526	ENSG00000159259			31	41
FBgn0033527	ENSG00000240344			57	55
FBgn0261862	ENSG00000205560			50	51
FBgn0261862	ENSG00000110090			49	50
FBgn0261862	ENSG00000169169			43	42
